,in_degree,out_degree,in_eigenvalue,out_eigenvalue,in_betweenness,out_betweenness,dis_betweenness,cfbetweenness,in_closeness,out_closeness,dis_closeness,cfcloseness,in_flow,out_flow,in_ave_flow,out_ave_flow,in_std_flow,out_std_flow,in_ave_distance,out_ave_distance,antenna
1004,0.013392857142857142,0.015178571428571428,9.56345211142502e-06,8.033183985343113e-05,0.0,0.0,0.013663196502662515,0.001263626637368548,1.4346155849375315,1.4092365962858133,17.911658220346816,0.004632832761421241,91.65,85.95,6.11,5.055882352941176,9.787035642454088,8.016838775977435,0.009671543549674533,0.008004572548966474,13C6C53E
1005,0.007142857142857143,0.004464285714285714,1.1604320284313173e-07,6.666670405160824e-08,9.574875526618154e-06,9.574875526618154e-06,0.007120777402027925,0.0022207088765916487,0.7431260194956473,0.6842852781101266,16.392264876908452,0.00425965324777945,21.0,14.850000000000001,2.625,2.97,1.6948451256678292,2.127815781499893,0.008163182375812657,0.009589973109398249,13CFCED2
1006,0.007142857142857143,0.0062499999999999995,9.945132067731567e-07,6.892971563666178e-07,0.0,0.0,0.0032538098694846612,0.0009154527824321217,1.1081877337281594,1.0138782601247083,16.229114933627383,0.002793715471588205,35.71666666666667,31.55,4.464583333333334,4.507142857142857,5.060882371873944,5.169583332990649,0.006002250741918213,0.003146264386829484,13C7CA3E
1007,0.008035714285714285,0.007142857142857143,8.724026025631954e-08,2.1690321983151254e-07,1.835184475935146e-05,1.835184475935146e-05,0.01210544004816138,0.0018480845113853026,0.7604672893951063,0.8112146621876211,21.097204161843553,0.004086157835514046,28.766666666666666,27.98333333333333,3.196296296296296,3.4979166666666663,2.5802404158462693,2.5789268534174785,0.0025268618285304973,0.0028427195570968093,13CFCEDC
1008,0.007142857142857143,0.008928571428571428,9.27364872088801e-06,1.2928067545064111e-05,0.0,0.0,0.005818653768172033,0.0010705664376732607,1.217271440343731,1.1932243420395645,22.97620225041744,0.004429205182435696,57.93333333333333,57.31666666666667,7.241666666666666,5.731666666666667,9.851772965083775,8.09271431597582,0.005602139833651898,0.006232605102145752,13D1CB2E
1009,0.007142857142857143,0.005357142857142857,9.783736300008577e-05,6.900345591425965e-05,0.0,0.0,0.007677510541620421,0.000930500913183113,1.1910563352179961,1.1203482338019481,17.482501321088336,0.002271395303275989,44.53333333333334,36.9,5.566666666666667,6.1499999999999995,5.796335048977069,5.399922838954892,0.004611120389883818,0.003074080259922545,13D1CA49
1010,0.008928571428571428,0.011607142857142858,6.696942676146714e-05,9.436617760887616e-05,0.0008832822673305247,0.0008832822673305247,0.002060549556496711,0.002027509156237464,0.9806963325274074,1.0165133956948142,20.36795087926998,0.005582094836495476,59.08333333333333,64.06666666666666,5.908333333333333,4.928205128205128,10.85866589411425,9.70107797476406,0.010647433591290206,0.010667948590188766,139735F4
1011,0.004464285714285714,0.004464285714285714,7.104023538008185e-07,9.1880392267648e-06,0.0,0.0,0.004474513832404404,0.0028999227999833613,1.129035187778217,1.0307395738451641,24.362842274399792,0.0037167648777016323,13.45,12.083333333333334,2.69,2.416666666666667,2.259537809179371,1.3144496102086902,0.0009958634444538366,0.005601073206047834,13D1C50C
1012,0.009821428571428571,0.010714285714285714,0.00019934491191714649,0.00016348522005438498,0.0,0.0,0.0016838550012001135,0.0010916146602328442,1.5264207834759047,1.4921728338374645,22.97620225041744,0.004210529291801077,94.89999999999999,90.7,8.627272727272727,7.558333333333334,14.80425865689212,12.995233278512663,0.007937264136934677,0.0069656997235980145,13D1CB2F
1013,0.011607142857142858,0.009821428571428571,5.665643145976511e-07,7.850455882558836e-06,0.0017154985318524193,0.0017154985318524193,0.02908972985568285,0.002028130115723131,1.044446264828703,0.9973818046825561,19.708257709168247,0.005037563860941797,78.73333333333333,74.58333333333333,6.056410256410256,6.78030303030303,10.248524051462194,10.969555708114399,0.005731449989905588,0.006432219501798489,13CFC489
1014,0.004464285714285714,0.005357142857142857,3.7851279951353046e-07,4.53181964134676e-07,0.0,0.0,0.0013054683668311583,0.0018909462181276437,1.101337769347767,1.0784548079281606,19.708257709168247,0.0027768922723618986,23.5,24.483333333333334,4.7,4.080555555555556,3.6584149573278317,3.773695711234234,0.004769646822393345,0.005941044217156348,13CFC48B
1015,0.008928571428571428,0.007142857142857143,4.88357473591616e-05,3.107044397227473e-05,0.0,0.0,0.010142908764095992,0.0016197344863801565,1.3392628507513773,1.2207697474439934,26.22720485541254,0.004502276967440102,45.31666666666667,39.95,4.531666666666667,4.99375,5.972169017850866,5.708953357446529,0.005686599033026299,0.005815645512279908,13D1CF18
1016,0.004464285714285714,0.005357142857142857,5.733588976114844e-05,6.547334420735727e-05,0.0,0.0,0.002105797565203801,0.0007954858060551375,1.3342616518767016,1.2832051468257846,17.482501321088336,0.0021479331072402673,52.15,51.9,10.43,8.65,10.023951316721366,9.246295554517035,0.0,0.0,13D1CA48
1017,0.008035714285714285,0.009821428571428571,3.765575652067769e-08,4.2457344656097383e-07,0.0,0.0,0.002336432281524792,0.001623284467268245,0.7201143671704973,0.7061091644603438,21.564298511391243,0.0045774211043571045,27.15,28.599999999999998,3.0166666666666666,2.5999999999999996,2.9618145922748687,2.759959010089413,0.004598892646596955,0.004886993558654681,140B2D52
1018,0.024107142857142855,0.024107142857142855,3.730524439579789e-07,2.0060225008724224e-07,0.0006710391931571556,0.0006710391931571556,0.02581067166354933,0.004247724018264284,0.8941390142624649,0.8304596170378361,18.057988454504038,0.0073371785754250685,131.63333333333335,126.16666666666666,4.87530864197531,4.672839506172839,11.380662223322755,11.410980514370559,0.008063777656852397,0.00880604096326721,140B2CE6
1019,0.0035714285714285713,0.0035714285714285713,5.0262310112585704e-08,5.455791876119543e-07,0.0,0.0,0.0030657031109697867,0.0018069304234066652,0.612744569424444,0.8916980324495944,17.52677636747884,0.0023612829109360576,9.083333333333332,10.083333333333332,2.270833333333333,2.520833333333333,0.8963176985124565,0.9249155366842964,0.0014502155012277272,0.004302184119568893,140A3681
1020,0.007142857142857143,0.004464285714285714,2.884713442728292e-07,2.389621784438748e-07,0.0,0.0,0.0019042290293677718,0.001391849625334662,0.7073589723166319,0.7642704090112742,24.784860695839253,0.004753960793690858,34.75,31.2,4.34375,6.24,6.684148628056115,7.916211214968938,0.006230539562773131,0.0017744716599789531,13972EE1
